sysid,topid,name,level,sublevel,subcount,subcountall,登录用户名,身份证号码,状态,用户类别,手机号码,账户创建时间,已完成赠与次数,已完成赠与总额,已完成受助次数,已完成受助总额,已支出善种子,剩余善种子,已支出善心币,剩余善心币,已支出善金币,剩余善金币,出局钱包已支出,出局钱包剩余,管理钱包已支出,管理钱包剩余,接单钱包已支出,接单钱包剩余,特困钱包已支出,特困钱包剩余,贫穷钱包已支出,贫穷钱包剩余,小康钱包已支出,小康钱包剩余,德善钱包已支出,德善钱包剩余,富人钱包已支出,富人钱包剩余,大德钱包已支出,大德钱包剩余,开户行,银行账号,地址
200177,103621,何*红,0,0,0,0,红红火火188,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,15,45000,14,58300,17,2,118,2,500,6490,27800,0,5000,490,0,0,0,0,35100,0,0,0,0,0,0,0,0,0,中国民生银行,6227123456789012345,山西省太原市小店区财经大学后勤部
200178,91410,刘恩*,0,0,0,0,15096564145,430123456789012345,已冻结,普通用户,13412345678,2016年10月19日,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,中国建设银行云南省昭通市昭阳区珠泉支行,6227123456789012345,浙江省金华市义乌市江东街道鲶溪新村36栋啊米娜清真美食城
200179,19953,陈廷*,0,0,0,0,cyg888,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,15,45000,14,57700,0,0,16,0,0,5820,27300,0,4300,20,0,0,0,0,34900,0,0,0,0,0,0,0,0,0,农行四川省宜宾县英才分理处,6227123456789012345,四川省宜宾市宜宾县柏溪二二四南山星城9栋1608
200180,200185,耿东*,7,6,1,6,gdm6054,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,15,45000,14,63700,13,0,113,0,0,14281,27800,0,10900,1881,0,0,0,0,41000,0,0,0,0,0,0,0,0,0,农业银行,6227123456789012345,山东省聊城市阳谷县石佛镇
200181,200180,肖*芳,7,6,1,6,king1314hai199,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,14,96000,13,83400,1,0,19,0,0,4230,27300,390,1800,930,0,0,0,0,20100,0,73200,0,0,0,0,0,0,0,中国建设银行富顺县支行,6227123456789012345,四川省自贡市富顺县狮市镇初级中学
200182,200181,周亮*,7,6,1,6,xxl1992,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,,,,,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,NULL,6227123456789012345,NULL
200183,200182,杨*学,7,6,1,6,ycx88888,430123456789012345,已冻结,普通用户,13412345678,2016年10月19日,12,36000,12,46500,0,0,13,0,0,1200,23400,0,0,0,0,0,0,0,23100,0,0,0,0,0,0,0,0,0,中国农业银行北海市上海路支行,6227123456789012345,广西省北海市海城区东峰富苑1栋3单1902
200184,200183,梅*立,7,6,1,6,mjl720819,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,14,42000,13,50400,0,0,15,0,0,1400,27300,0,0,0,0,0,0,0,26700,0,0,0,0,0,0,0,0,0,中国建设银行河南省洛阳市分行栾川县城东分理处,6227123456789012345,河南省栾川县城关镇五七小学
200185,200184,顾平*,7,6,1,6,king1314gzpp,430123456789012345,已激活,A轮功德主,13412345678,2016年10月19日,10,180000,9,211500,426,24,1807,23,0,63476,88800,0,36500,24976,0,0,0,0,0,0,158700,0,0,0,0,0,0,0,中国农业银行临沂金源路分理处,6227123456789012345,山东省临沂市兰山庄临西四路南段旭阳小区
200186,200187,王婵*,3,2,1,2,15016585195,430123456789012345,已冻结,普通用户,13412345678,2016年10月19日,,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,交通银行,6227123456789012345,广东省珠海市香洲区拱北国防公路101粤海国际花园9幢503
200187,200186,丁*英,3,2,1,2,18395072101wei,430123456789012345,未激活,普通用户,13412345678,2016年10月19日,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,NULL,6227123456789012345,NULL
200188,200190,潘*颖,4,3,1,3,py8868,430123456789012345,已冻结,普通用户,13412345678,2016年10月19日,12,90000,11,108900,0,0,16,0,0,3380,23400,0,1800,180,0,0,0,0,17100,0,72900,0,0,0,0,0,0,0,建设银行,6227123456789012345,河北省遵化市龙源小区15号楼102
200189,200188,谢庆*,4,3,1,3,xql123,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,10,192000,9,239300,54,0,257,2,1120,19264,47700,14520,14600,4384,0,0,0,0,4900,50,191600,0,0,0,0,0,0,0,中国农业银行,6227123456789012345,广西桂平市石龙镇福平村西岭屯
200190,200189,刘*华,4,3,1,3,liu1966,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,12,63000,12,78900,0,0,16,0,0,1300,27300,0,0,0,0,0,0,0,15600,0,36000,0,0,0,0,0,0,0,中国银行,6227123456789012345,河南省南阳市宛城区张衡路与明山路交叉口向南100米路西金盆足浴养生会所
200191,84997,张丙*,0,0,0,0,13570607772,430123456789012345,已冻结,普通用户,13412345678,2016年10月19日,4,12000,4,15600,0,0,5,0,0,400,15600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,中国建设银行,6227123456789012345,广东省珠海市斗门区井岸镇新堂18号
200192,5667,何*平,0,0,0,0,hyp888666,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,15,45000,14,57800,11,0,55,0,100,6830,27300,0,4400,1030,0,0,0,0,35000,0,0,0,0,0,0,0,0,0,中国农业银行赣州市章贡区贸易广场支行,6227123456789012345,江西省赣州市章贡区阳光吉泰新城金月里6栋506室
200193,99621,钱*成,0,0,0,0,cheng0920,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,14,42000,13,50700,0,0,15,0,0,1400,27300,0,0,0,0,0,0,0,27000,0,0,0,0,0,0,0,0,0,中国建设银行深圳莲塘支行,6227123456789012345,广东深圳市罗湖区莲塘港莲一村15栋103室
200194,21354,吴艳*,0,0,0,0,13931554124w,430123456789012345,已冻结,普通用户,13412345678,2016年10月19日,2,6000,2,7800,0,0,3,0,0,200,7800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,中国工商银行,6227123456789012345,河北省唐山市遵化市滨河庄园17单元601
200194,21354,李艳*,0,0,0,0,lyt8866,430123456789012345,已冻结,普通用户,13412345678,2016年10月19日,10,192000,10,261100,58,0,250,0,0,35320,93600,0,31000,2720,0,0,0,0,0,0,167500,0,0,0,0,0,0,0,建设银行深圳分行龙华支行,6227123456789012345,广东省深圳市龙华新区锦绣江南四期14-18A
200194,21354,曹进*,0,0,0,0,cjd13401257779,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,11,67000,12,85100,1,0,18,0,0,4810,31500,0,2300,1210,0,0,0,0,17600,0,36000,0,0,0,0,0,0,0,中国银行,6227123456789012345,江苏省东台市商业新村3号楼802室
200194,21354,徐杰*,0,0,0,0,13626261157,430123456789012345,未激活,普通用户,13412345678,2016年10月19日,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,NULL,6227123456789012345,NULL
200195,80466,王高*,0,0,0,0,wgp8181,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,14,42000,12,50700,2,0,19,0,0,1760,27300,0,0,360,0,0,0,0,27000,0,0,0,0,0,0,0,0,0,中国建设银行,6227123456789012345,河南省汝州市杨楼乡石台村5组
200195,80466,陆婵*,0,0,0,0,lcj5189,430123456789012345,已激活,普通用户,13412345678,2016年10月19日,15,45000,14,65300,12,0,33,0,0,14570,29800,0,12500,570,0,0,0,0,40600,0,0,0,0,0,0,0,0,0,中国建设银行江西省鹰潭市余江县支行,6227123456789012345,江西省鹰潭市余江县四青路冠英巷39号
